"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,6.2,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,53.5,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,3.2,,
"GRC","Greece","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,55.9,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,7.8,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,72.2,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,86.5,,
"POL","Poland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,30.3,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,11.5,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2014","Q3-2014","PC","Percentage","0","Units",,,54,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,41.3,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,3.7,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,8.3,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,4.1,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2014","Q2-2014","PC","Percentage","0","Units",,,45,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,50.5,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,57.6,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,7.3,,
"NZL","New Zealand","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,80.9,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,69,,
"CHL","Chile","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,3.1,,
"GBR","United Kingdom","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,3.9,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,5.4,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,9.2,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,12.4,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2011","Q2-2011","PC","Percentage","0","Units",,,90.6,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,54.6,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,28.2,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,6.4,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,5,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,6.7,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,9.3,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,28.1,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,6.1,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,81.6,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,83.5,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,58.1,,
"TUR","Turkey","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,44.3,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,72.5,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,76.8,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,81.8,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,11.8,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,67.7,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,29.2,,
"FIN","Finland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,7.2,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,46.5,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,5.3,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,11.4,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,25.9,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,54.3,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,76.3,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,70.7,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,8.4,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,88.1,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,78.4,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,89.3,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,59.1,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,58.7,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,52,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2013","Q2-2013","PC","Percentage","0","Units",,,78.9,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,48.1,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,28.2,,
"KOR","Korea","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,3.8,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,1.5,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,18.1,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,54.3,,
"SWE","Sweden","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,20.7,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,48.7,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,16,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,36.5,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,4.2,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,7.2,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,41.9,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,3.3,,
"SVN","Slovenia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,42.7,,
"ISL","Iceland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,83.3,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,8.3,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,45.4,,
"JPN","Japan","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,82.3,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,87.6,,
"MEX","Mexico","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,3.9,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,37.7,,
"SWE","Sweden","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,73.1,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,60.3,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,76,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,86.8,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,7.6,,
"JPN","Japan","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,3.7,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,48,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,16.3,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,52.4,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,12.5,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,2.8,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,12.5,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,86.7,,
"ISR","Israel","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,5.5,,
"EST","Estonia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,3,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,12.9,,
"OAVG","OECD - Average","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,74,,
"IRL","Ireland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,18.9,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2008","Q1-2008","PC","Percentage","0","Units",,,58,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,11.4,,
"LUX","Luxembourg","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,8.1,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,46.3,,
"GBR","United Kingdom","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,76.6,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,22.3,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,79.6,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,61.7,,
"MEX","Mexico","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,44.4,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,7.8,,
"NOR","Norway","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,4.4,,
"CHE","Switzerland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,4.4,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,54.6,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,37.3,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,47.1,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,24,,
"ISR","Israel","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,45.3,,
"SVK","Slovak Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,26.7,,
"CHE","Switzerland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,62.3,,
"ZAF","South Africa","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,36.8,,
"ZAF","South Africa","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,27.9,,
"PRT","Portugal","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,14.1,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,6.7,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,75.3,,
"NOR","Norway","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,76.6,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,17.9,,
"GRC","Greece","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,15.1,,
"ESP","Spain","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,18.8,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,85.4,,
"ITA","Italy","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,12,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2012","Q2-2012","PC","Percentage","0","Units",,,64.8,,
"NLD","Netherlands","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,6.6,,
"FRA","France","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,26.3,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,58.8,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,36.1,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q4-2009","Q4-2009","PC","Percentage","0","Units",,,76.7,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,7.7,,
"CZE","Czech Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,23.3,,
"FRA","France","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,9.7,,
"SVK","Slovak Republic","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,39.5,,
"HUN","Hungary","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,53.9,,
"IRL","Ireland","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,58.1,,
"USA","United States","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,63.4,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,30.3,,
"PRT","Portugal","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,20.7,,
"DEU","Germany","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,4.8,,
"KOR","Korea","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,75.8,,
"ISL","Iceland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,4.3,,
"HUN","Hungary","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,6.8,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,14.6,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,6.1,,
"COL","Colombia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2009","Q2-2009","PC","Percentage","0","Units",,,29.5,,
"DEU","Germany","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,69.6,,
"CHL","Chile","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,24.7,,
"POL","Poland","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,7.6,,
"ITA","Italy","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2015","Q3-2015","PC","Percentage","0","Units",,,12.6,,
"LUX","Luxembourg","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,72,,
"NLD","Netherlands","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2014","Q4-2014","PC","Percentage","0","Units",,,70,,
"ESP","Spain","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1564","15-64","Q1-2015","Q1-2015","PC","Percentage","0","Units",,,52,,
"CZE","Czech Republic","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2015","Q2-2015","PC","Percentage","0","Units",,,11.6,,
