"COUNTRY","Country","AGE","Age","INTENSITY","Intensity","SEX","Gender","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator name","YEAR","Year","Value","Flag Codes","Flags"
"DNK","Denmark","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",3.394,,
"DNK","Denmark","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",3.498,,
"DNK","Denmark","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",3.454,,
"DNK","Denmark","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",3.594,,
"DNK","Denmark","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",3.645,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",3.283,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",3.217,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",3.199,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",3.149,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",3.113,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",3.244,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",3.361,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",2.868,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",2.746,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",2.675,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",2.521,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",2.482,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",2.588,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",2.71,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",3.334,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",3.265,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",3.246,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",3.398,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",2.916,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",2.798,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",2.729,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",2.757,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.564,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.568,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.585,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.604,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.582,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.586,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.626,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.653,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.628,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.591,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.6,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.537,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.544,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.541,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",3.987,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",4.704,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",4.692,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",4.695,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",4.658,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",4.584,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",4.462,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",3.742,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",4.306,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",4.331,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",4.333,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",4.301,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",4.191,,
"FIN","Finland","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",4.076,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.153,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.157,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.152,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.143,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.145,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.142,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.135,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.04,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.044,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.046,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.046,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.049,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.05,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.05,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.143,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.145,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.142,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.135,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.046,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.049,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.05,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.05,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.026,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.026,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.025,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.025,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.024,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.025,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.025,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.018,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.017,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.017,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.018,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.017,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.018,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.018,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.911,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",1.01,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",1.022,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",1.027,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",1.051,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",1.052,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",1.076,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.743,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.878,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.865,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.853,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.87,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.874,,
"FRA","France","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.895,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.099,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.104,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.103,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.105,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.113,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.125,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.164,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.172,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.188,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.181,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.181,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.192,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.213,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L3","Upper secondary education (ISCED2011 level 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.249,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.106,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.112,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.111,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.113,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.121,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.13,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.172,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.181,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.197,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.191,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.191,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.202,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.22,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","M","Men","L2T3","Total secondary education (ISCED2011 levels 2 and 3)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.263,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2010","2010",0.2,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2011","2011",0.213,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2012","2012",0.244,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2013","2013",0.244,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2014","2014",0.241,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2015","2015",0.268,,
"DEU","Germany","Y_GE25","25 years or older","T","Full- and part-time","F","Women","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","ENRL_RATE_AGE","Enrolment rate by age","2016","2016",0.281,,
